,,(FAISAL ,,,,,,,,
,,COLONY ROAD) ,,,,,,,,
,,HAIDER SHAH ,,,,,,,,
,,TOWN FEROZ ,,,,,,,,
,,ABAD COLONY ,,,,,,,,
,,DALAZAK/FAIS,,,,,,,,
,,AL COLONY ,,,,,,,,
,,ROAD.,,,,,,,,
,,-,016010305,-, 1083,, 1083,,,
,,-,016010304,-, 765,, 765,,,
,,,,, 2980 ,, 2980 ,,,
 31 ,COMMERCE HOSTAL FEROZ ,UC-4 MAHAL ,016011303,-,, 718, 718,, 3, 3
,ABAD DALAZAK ROAD ,TERAI-II ,,,,,,,,
,PESHAWAR CITY (FEMALE),-IQBALCOLONY ,,,,,,,,
,,MUSLIM ,,,,,,,,
,,COLONY BABU ,,,,,,,,
,,TOWN AMJAD ,,,,,,,,
,,COLONY ,,,,,,,,
,,GHARIB ABAD ,,,,,,,,
,,(FAISAL ,,,,,,,,
,,COLONY ROAD) ,,,,,,,,
,,HAIDER SHAH ,,,,,,,,
,,TOWN FEROZ ,,,,,,,,
,,ABAD COLONY ,,,,,,,,
,,DALAZAK/FAIS,,,,,,,,
,,AL COLONY ,,,,,,,,
,,ROAD.,,,,,,,,
,,-,016010305,-,, 666, 666,,,
,,-,016010304,-,, 183, 183,,,
,,,,,, 1567 , 1567 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 14 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 32 ,GOVERNMENT GIRLS HIGH ,UC-4 MAHAL ,016010307  PIRA GHAIB BABA SARWAR ,-, 531, 531, 4, 4,,
,SCHOOL CITY RAILWAY ,TERAI-II ,"QUARTERS, QAZI QUARTERS SHAH JEE ",,,,,,,
,STATION (MALE),-MADINA ,QUARTER YAQOOB ABAD CHANGAR ,,,,,,,
,,DALAZAK ROAD ,ABAD PIR E KATCHI ABADI,,,,,,,
,,WAZIR ,,,,,,,,
,,COLONY ,,,,,,,,
,,DALAZAK ROAD ,,,,,,,,
,,ORAKZAI ,,,,,,,,
,,PLAZA HAIDER ,,,,,,,,
,,SHAH TOWN AL ,,,,,,,,
,,HUDA COLONY ,,,,,,,,
,,MALIK ,,,,,,,,
,,MUSHTAQ ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,NIZAM ABAD ,,,,,,,,
,,AHMAD ABAD ,,,,,,,,
,,PIRA GHAIB ,,,,,,,,
,,BABA SARWAR ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,QAZI ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,SHAH JEE ,,,,,,,,
,,QUARTER ,,,,,,,,
,,YAQOOB ABAD ,,,,,,,,
,,CHANGAR ,,,,,,,,
,,ABAD,,,,,,,,
,,-,016010308,-, 519, 519,,,,
,,-,016010303,-, 517, 517,,,,
,,-,016010302,-, 891, 891,,,,
,,-,016010306,-, 833, 833,,,,
,,,,, 3291 , 3291 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 15 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 33 ,GOVERNMENT GIRLS PRIMARY ,UC-4 MAHAL ,016010307  PIRA GHAIB BABA SARWAR ,-, 328, 328, 4, 4,,
,SCHOOL CITY RAILWAY ,TERAI-II ,QUARTERS QAZI QUARTERS SHAH JEE ,,,,,,,
,STATION (FEMALE),-MADINA ,QUARTER YAQOOB ABAD CHANGAR ,,,,,,,
,,DALAZAK ROAD ,ABAD PIR E GHAIB KATCHI ABADI.,,,,,,,
,,WAZIR ,,,,,,,,
,,COLONY ,,,,,,,,
,,DALAZAK ROAD ,,,,,,,,
,,ORAKZAI ,,,,,,,,
,,PLAZA HAIDER ,,,,,,,,
,,SHAH TOWN AL ,,,,,,,,
,,HUDA COLONY ,,,,,,,,
,,MALIK ,,,,,,,,
,,MUSHTAQ ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,NIZAM ABAD ,,,,,,,,
,,AHMAD ABAD ,,,,,,,,
,,PIRA GHAIB ,,,,,,,,
,,BABA SARWAR ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,QAZI ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,SHAH JEE ,,,,,,,,
,,QUARTER ,,,,,,,,
,,YAQOOB ABAD ,,,,,,,,
,,CHANGAR ,,,,,,,,
,,ABAD,,,,,,,,
,,-,016010308,-, 285, 285,,,,
,,-,016010303,-, 261, 261,,,,
,,-,016010302,-, 604, 604,,,,
,,-,016010306,-, 517, 517,,,,
,,,,, 1995 , 1995 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 16 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 34 ,GOVERNMENT HIGH SCHOOL ,UC-4 MAHAL ,016010301  DALAZAK ROAD MOZA GARHI ,-, 320, 320, 4, 4,,
,FOR BOYS ZARYAB COLONY ,TARAI-II- ,RAHIM DAD SHINWARI TOWN SHIKEH ,,,,,,,
,DALAZAKROAD (MALE) PS-I,DALAZAK ROAD ,JALAL COLONY.,,,,,,,
,,BUKHARI ,,,,,,,,
,,COLONY ,,,,,,,,
,,DALAZAK ROAD ,,,,,,,,
,,RAILWAY ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,RAILWAY ,,,,,,,,
,,STATION ,,,,,,,,
,,CHANGER ,,,,,,,,
,,ABAD ,,,,,,,,
,,GRAMMAR ,,,,,,,,
,,COLLEGE ,,,,,,,,
,,DALAZAK ROAD ,,,,,,,,
,,SULTAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,DALAZAK ROAD ,,,,,,,,
,,ABBAS NAGAR ,,,,,,,,
,,RAJKOL GARHI ,,,,,,,,
,,SHINWARI ,,,,,,,,
,,PLAZA ALHAJ ,,,,,,,,
,,COLONY ,,,,,,,,
,,ZAREEN ,,,,,,,,
,,COLONY ,,,,,,,,
,,AFRIDI GARHI,,,,,,,,
,,-,016010201,-, 819, 819,,,,
,,-,016011301,-, 928, 928,,,,
,,-,016011302,-, 622, 622,,,,
,,,,, 2689 , 2689 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 17 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 35 ,GOVERNMENT MIDDLE ,DALAZAK ROAD ,016010301  RAHIM DAD SHINWARI TOWN ,-,, 232, 232,, 4, 4
,SCHOOL FOR BOYS ZARYAB ,BUKHARI ,SHIKEH JALAL COLONY,,,,,,,
,COLONY DALAZAK ROAD ,COLONY ,,,,,,,,
,(FEMALE) PS-1,DALAZAK ROAD ,,,,,,,,
,,RAILWAY ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,RAILWAY ,,,,,,,,
,,STATION ,,,,,,,,
,,CHANGER ,,,,,,,,
,,ABAD ,,,,,,,,
,,GRAMMAR ,,,,,,,,
,,COLLEGE ,,,,,,,,
,,DALAZAK ROAD ,,,,,,,,
,,SULTAN ,,,,,,,,
,,COLONY ,,,,,,,,
,,DALAZAK ROAD ,,,,,,,,
,,ABBAS NAGAR ,,,,,,,,
,,RAJKOL GARHI ,,,,,,,,
,,SHINWARI ,,,,,,,,
,,PLAZA ALHAJ ,,,,,,,,
,,COLONY ,,,,,,,,
,,ZAREEN ,,,,,,,,
,,COLONY ,,,,,,,,
,,AFRIDI GARHI ,,,,,,,,
,,DALAZAK ROAD ,,,,,,,,
,,MOZA GARHI,,,,,,,,
,,-,016010201,-,, 500, 500,,,
,,-,016011301,-,, 584, 584,,,
,,-,016011302,-,, 441, 441,,,
,,,,,, 1757 , 1757 ,,,
 36 ,GOVERNMENT PRIMARY ,UC-4 MAHAL ,016011305,-, 627,, 627, 3,, 3
,SCHOOL (BOYS) GHARI ,TERAI -II- ANIS ,,,,,,,,
,RAJKOOL DALAZAK ROAD ,"ABAD NO I, ",,,,,,,,
,(MALE),YOUSAF ABAD ,,,,,,,,
,,ROAD ANIS ,,,,,,,,
,,ABAD NO2 ,,,,,,,,
,,YOUSAF ABAD ,,,,,,,,
,,ROAD,,,,,,,,
,,-,016011304,-, 1140,, 1140,,,
,,,,, 1767 ,, 1767 ,,,
 37 ,GOVERNMENT MIDDLE ,UC-4 MAHAL ,016011305,-, 425,, 425,, 2, 2
,SCHOOL (BOYS) ZARYAB ,TERAI -II- ANIS ,,,,,,,,
,COLONY DALAZAK ROAD ,"ABAD NO I, ",,,,,,,,
,(FEMALE) PS-2,YOUSAF ABAD ,,,,,,,,
,,ROAD ANIS ,,,,,,,,
,,ABAD NO2 ,,,,,,,,
,,YOUSAF ABAD ,,,,,,,,
,,ROAD,,,,,,,,
,,-,016011304,-, 823,, 823,,,
,,,,, 1248 ,, 1248 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 18 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 38 ,DISTRICT COUNCIL OFFICE AT ,UC-7 SHAHI ,016020601  SHAMI ROAD.,-, 384, 384, 4, 4,,
,(BACHA KHAN CHOWK SHAHI ,BAGH-GULSHA,,,,,,,,
,BAGH)(MALE),N IQBAL ,,,,,,,,
,,COLONY ,,,,,,,,
,,IBRAHIM TOWN ,,,,,,,,
,,HAJI ABAD ,,,,,,,,
,,POLICE ,,,,,,,,
,,COLONY ,,,,,,,,
,,SAEED ABAD ,,,,,,,,
,,PARTIALLY ,,,,,,,,
,,SAEED ABAD ,,,,,,,,
,,ROAD ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD PETROL ,,,,,,,,
,,PUMP SADIQ ,,,,,,,,
,,COLONY MIRCH  ,,,,,,,,
,,MANDI JAN ,,,,,,,,
,,BAGHEECHA ,,,,,,,,
,,REMAINING ,,,,,,,,
,,PART SAEED ,,,,,,,,
,,ABAD PAJJAGI ,,,,,,,,
,,ROAD FOREST ,,,,,,,,
,,COLONY PWD ,,,,,,,,
,,REST HOUSE,,,,,,,,
,,-,016020602,-, 666, 666,,,,
,,-,016020603,-, 257, 257,,,,
,,-,016020604,-, 831, 831,,,,
,,,,, 2138 , 2138 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 19 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 39 ,FOREST DEPARTMENT (FATA) ,UC-7 SHAHI ,016020601  SHAMI ROAD,-, 243, 243, 2, 2,,
,FOREST COLONY SHAMI ROAD ,BAGH-GULSHA,,,,,,,,
,(FEMALE),N IQBAL ,,,,,,,,
,,COLONY ,,,,,,,,
,,IBRAHIM TOWN ,,,,,,,,
,,HAJI ABAD ,,,,,,,,
,,POLICE ,,,,,,,,
,,COLONY ,,,,,,,,
,,SAEED ABAD ,,,,,,,,
,,PARTIALLY ,,,,,,,,
,,SAEED ABAD ,,,,,,,,
,,ROAD ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD PETROL ,,,,,,,,
,,PUMP SADIQ ,,,,,,,,
,,COLONY MIRCH  ,,,,,,,,
,,MANDI JAN ,,,,,,,,
,,BAGHEECHA ,,,,,,,,
,,REMAINING ,,,,,,,,
,,PART SAEED ,,,,,,,,
,,ABAD PAJJAGI ,,,,,,,,
,,ROAD FOREST ,,,,,,,,
,,COLONY PWD ,,,,,,,,
,,REST HOUSE,,,,,,,,
,,-,016020602,-, 531, 531,,,,
,,-,016020603,-, 159, 159,,,,
,,-,016020604,-, 274, 274,,,,
,,,,, 1207 , 1207 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 20 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 40 ,GOVERNMENT HIGH SCHOOL ,UC-7 SHAH ,016020104,-, 394, 394, 2, 2,,
,FOR BOYS GT ROAD NANAK ,BAGH- NEW ,,,,,,,,
,PURA PESHAWAR (MALE),SABAZI MANDI ,,,,,,,,
,,JAMAL ,,,,,,,,
,,BUILDING GT ,,,,,,,,
,,ROAD MOH ,,,,,,,,
,,HIDAYAT ,,,,,,,,
,,ULLAH SHAH ,,,,,,,,
,,GRAIN MARKET ,,,,,,,,
,,KHUSHAL ,,,,,,,,
,,COLONY FRUIT ,,,,,,,,
,,MANDI PUNJ ,,,,,,,,
,,TEERATH. MOH ,,,,,,,,
,,JAGAN NOTH ,,,,,,,,
,,PURA ,,,,,,,,
,,(AL-FALAH) ,,,,,,,,
,,MOH SAKEERA ,,,,,,,,
,,RAM CITY MAL ,,,,,,,,
,,GODOWN ,,,,,,,,
,,ROAD MOH ,,,,,,,,
,,KARIM SHAH ,,,,,,,,
,,BUKHARI AMIN ,,,,,,,,
,,HOTEL MC ,,,,,,,,
,,OFFICE.,,,,,,,,
,,-,016020103,-, 506, 506,,,,
,,-,016020101,-, 655, 655,,,,
,,-,016020102,-, 490, 490,,,,
,,,,, 2045 , 2045 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 21 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 41 ,CITY DISTRICT GOVT DEGREE ,UC-7 SHAHI ,016020104  MOH JAGAN NOTH PURA ,-, 233, 233, 2, 2,,
,COLLEGE FOR WOMEN ,BAGH NEW ,(AL-FALAH) MOH SAKEERA RAM CITY ,,,,,,,
,PESHAWAR (FEMALE),SABAZI MANDI ,MAL GODOWN ROAD MOH KARIM SHAH ,,,,,,,
,,JAMAL ,BUKHARI AMIN HOTEL MC OFFICE.,,,,,,,
,,BUILDING G.T ,,,,,,,,
,,ROAD MOH ,,,,,,,,
,,HIDAYAT ,,,,,,,,
,,ULLAH SHAH ,,,,,,,,
,,GRAIN MARKET ,,,,,,,,
,,KHUSHAL ,,,,,,,,
,,COLONY FRUIT ,,,,,,,,
,,MANDI PUNJ ,,,,,,,,
,,TEERATH. MOH ,,,,,,,,
,,JAGAN NOTH ,,,,,,,,
,,PURA ,,,,,,,,
,,(AL-FALAH) ,,,,,,,,
,,MOH SAKEERA ,,,,,,,,
,,RAM CITY MAL ,,,,,,,,
,,GADOWN ,,,,,,,,
,,ROAD MOH ,,,,,,,,
,,KARIM SHAH ,,,,,,,,
,,BUKHARI AMIN ,,,,,,,,
,,HOTEL MC ,,,,,,,,
,,OFFICE,,,,,,,,
,,-,016020103,-, 290, 290,,,,
,,-,016020101,-, 453, 453,,,,
,,-,016020102,-, 371, 371,,,,
,,,,, 1347 , 1347 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 22 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 42 ,AGRICULTURE OFFICE ,UC-8 FAGIR ,016020404  COLONY FAQIRABAD NO 2,-, 151, 151, 4, 4,,
,DALAZAK ROAD PESHAWAR ,ABAD-ZARYAB ,,,,,,,,
,(MALE),COLONY EID ,,,,,,,,
,,GAH ROAD ,,,,,,,,
,,ABDULLAH JAN ,,,,,,,,
,,PROPERTY ,,,,,,,,
,,ETC. TARIQ ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,NAWAZ ABAD ,,,,,,,,
,,ZARYAB ,,,,,,,,
,,EXTENSION ,,,,,,,,
,,COLONY FAQIR ,,,,,,,,
,,ABAD ROAD ,,,,,,,,
,,ZARYAB ,,,,,,,,
,,COLONY ,,,,,,,,
,,REMAINING ,,,,,,,,
,,PART-I ZARYAB ,,,,,,,,
,,EXTENSION ,,,,,,,,
,,COLONY ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,MALIK FAZAL ,,,,,,,,
,,UR REHMAN. ,,,,,,,,
,,ABID FLATS ,,,,,,,,
,,MAIN ZARYAB,,,,,,,,
,,-,016020403,-, 167, 167,,,,
,,-,016020402,-, 168, 168,,,,
,,-,016020401,-, 430, 430,,,,
,,-,016020304,-, 871, 871,,,,
,,-,016020303,-, 405, 405,,,,
,,,,, 2192 , 2192 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 23 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 43 ,GOVERNMENT GIRLS MIDDLE ,UC-8 FAGIR ,016020404  COLONY FAQIRABAD NO 2,-, 129, 129, 3, 3,,
,SCHOOL DALAZAK(FEMALE) ,ABAD-ZARYAB ,,,,,,,,
,PS-I,COLONY EID ,,,,,,,,
,,GAH ROAD ,,,,,,,,
,,ABDULLAH JAN ,,,,,,,,
,,PROPERTY ,,,,,,,,
,,ETC. TARIQ ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,NAWAZ ABAD ,,,,,,,,
,,ZARYAB ,,,,,,,,
,,EXTENSION ,,,,,,,,
,,COLONY FAQIR ,,,,,,,,
,,ABAD ROAD ,,,,,,,,
,,ZARYAB ,,,,,,,,
,,COLONY ,,,,,,,,
,,REMAINING ,,,,,,,,
,,PART-I ZARYAB ,,,,,,,,
,,EXTENSION ,,,,,,,,
,,COLONY ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,MALIK FAZAL ,,,,,,,,
,,UR REHMAN. ,,,,,,,,
,,ABID FLATS ,,,,,,,,
,,MAIN ZARYAB,,,,,,,,
,,-,106020403,-, 146, 146,,,,
,,-,16020402,-, 146, 146,,,,
,,-,16020401,-, 342, 342,,,,
,,-,16020304,-, 578, 578,,,,
,,-,16020303,-, 314, 314,,,,
,,,,, 1655 , 1655 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 24 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 44 ,GOVERNMENT HIGH SCHOOL ,UC-8 FAGIR ,016020301  ABDIN FLOUR MILLS ZAIB ,-, 990, 990, 4, 4,,
,BOYS ZARYAB COLONY ,ABAD ,CORN MOHALLAH GULBERG PAKISTAN ,,,,,,,
,DALAZAK (MALE) PS-2,SAEEDABAD ,COLD.,,,,,,,
,,DALAZAK ,,,,,,,,
,,"ROAD, MALIK ",,,,,,,,
,,AYUB COLONY ,,,,,,,,
,,ABASIN MILLS ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,MALIK REHMAN ,,,,,,,,
,,GARAGE G.M ,,,,,,,,
,,SCHOOL ,,,,,,,,
,,(BOYS) G.P ,,,,,,,,
,,SCHOOL ,,,,,,,,
,,(GIRLS) ,,,,,,,,
,,DALAZAK ,,,,,,,,
,,ROAD. ,,,,,,,,
,,MOHALLAH ,,,,,,,,
,,ABASIN FLOUR ,,,,,,,,
,,MILLS ,,,,,,,,
,,ZAYARAT ,,,,,,,,
,,AZEEM SHAH ,,,,,,,,
,,MOHALLAH ,,,,,,,,
,,AZEEM SHAH ,,,,,,,,
,,DURR E KAMIL ,,,,,,,,
,,ZARYAB ,,,,,,,,
,,EXTENSION,,,,,,,,
,,-,016020302,-, 873, 873,,,,
,,-,016020201,-, 401, 401,,,,
,,,,, 2264 , 2264 ,,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 25 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 45 ,GOVERNMENT GIRLS MIDDLE ,UC-8 FAGIR ,016020301  ABSIN FLOUR MILLS ZAIB ,-,, 770, 770,, 3, 3
,SCHOOL DALAZAK (FEMALE) ,ABAD ,CORN MOHALLAH GULBERG PAKISTAN ,,,,,,,
,PS-2,SAEEDABAD ,COLD.,,,,,,,
,,DALAZAK ,,,,,,,,
,,"ROAD, MALIK ",,,,,,,,
,,AYUB COLONY ,,,,,,,,
,,ABASIN MILLS ,,,,,,,,
,,QUARTERS ,,,,,,,,
,,MALIK REHMAN ,,,,,,,,
,,GARAGE G.M ,,,,,,,,
,,SCHOOL ,,,,,,,,
,,(BOYS) G.P ,,,,,,,,
,,SCHOOL ,,,,,,,,
,,(GIRLS) ,,,,,,,,
,,DALAZAK ,,,,,,,,
,,ROAD. ,,,,,,,,
,,MOHALLAH ,,,,,,,,
,,ABASIN FLOUR ,,,,,,,,
,,MILLS ,,,,,,,,
,,ZAYARAT ,,,,,,,,
,,AZEEM SHAH ,,,,,,,,
,,MOHALLAH ,,,,,,,,
,,AZEEM SHAH ,,,,,,,,
,,DURR E KAMIL ,,,,,,,,
,,ZARYAB ,,,,,,,,
,,EXTENSION,,,,,,,,
,,-,016020302,-,, 546, 546,,,
,,-,016020201,-,, 305, 305,,,
,,,,,, 1621 , 1621 ,,,
 46 ,GOVERNMENT HIGH SCHOOL ,UC-8 FAGIR ,016020202,-, 336,, 336, 4,, 4
,DALAZAK (MALE) PS-3,ABAD - STORE ,,,,,,,,
,,MEHBOOB ,,,,,,,,
,,FLATS ZARYAB ,,,,,,,,
,,EXTENSION ,,,,,,,,
,,FAQIR ABAD ,,,,,,,,
,,NO 2 ZARYAB ,,,,,,,,
,,COLONY ,,,,,,,,
,,PARACHA ,,,,,,,,
,,COLONY AZIZ ,,,,,,,,
,,MANSION ,,,,,,,,
,,GOVT ,,,,,,,,
,,COLLEGE ,,,,,,,,
,,ROAD FAQIR ,,,,,,,,
,,ABAD NO 1,,,,,,,,
,,-,016020203,-, 448,, 448,,,
,,-,016020204,-, 512,, 512,,,
,,-,016020205,-, 528,, 528,,,
,,,,, 1824 ,, 1824 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 26 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 47 ,GOVERNMENT COLLEGE ,UC-8 FAGIR ,16020202,-,, 258, 258,, 2, 2
,PESHAWAR (FEMALE) PS-I,ABAD - STORE ,,,,,,,,
,,MEHBOOB ,,,,,,,,
,,FLATS ZARYAB ,,,,,,,,
,,EXTENSION ,,,,,,,,
,,FAQIR ABAD ,,,,,,,,
,,NO 2 ZARYAB ,,,,,,,,
,,COLONY ,,,,,,,,
,,PARACHA ,,,,,,,,
,,COLONY AZIZ ,,,,,,,,
,,MANSION ,,,,,,,,
,,GOVT ,,,,,,,,
,,COLLEGE ,,,,,,,,
,,ROAD FAQIR ,,,,,,,,
,,ABAD NO 1,,,,,,,,
,,-,16020203,-,, 319, 319,,,
,,-,16020204,-,, 348, 348,,,
,,-,16020205,-,, 416, 416,,,
,,,,,, 1341 , 1341 ,,,
 48 ,SQUASH COMPLEX SHAHI ,UC-8 FAGIR ,016020206,-, 654,, 654, 3,, 3
,BAGH PESHAWAR (MALE),ABAD-AGRICUL,,,,,,,,
,,TURE OFFICE ,,,,,,,,
,,ZAHEER ABAD ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD SHAHI ,,,,,,,,
,,BAGH ,,,,,,,,
,,DIRECTORATE ,,,,,,,,
,,GENERAL ,,,,,,,,
,,OFFICE SHAHI ,,,,,,,,
,,BAGH LOCAL ,,,,,,,,
,,COUNCIL ,,,,,,,,
,,BOARD SHAHI ,,,,,,,,
,,BAGH ABADI ,,,,,,,,
,,BANK OF ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD.,,,,,,,,
,,-,016020504,-, 290,, 290,,,
,,-,016020505,-, 303,, 303,,,
,,-,016020506,-, 148,, 148,,,
,,,,, 1395 ,, 1395 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 27 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 49 ,GOVERNMENT COLLEGE ,UC-8 FAGIR ,016020206,-,, 481, 481,, 2, 2
,PESHAWAR(FEMALE)PS-2,ABAD-AGRICUL,,,,,,,,
,,TURE OFFICE ,,,,,,,,
,,ZAHEER ABAD ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD SHAHI ,,,,,,,,
,,BAGH ,,,,,,,,
,,DIRECTORATE ,,,,,,,,
,,GENERAL ,,,,,,,,
,,OFFICE SHAHI ,,,,,,,,
,,BAGH LOCAL ,,,,,,,,
,,COUNCIL ,,,,,,,,
,,BOARD SHAHI ,,,,,,,,
,,BAGH ABADI ,,,,,,,,
,,BANK OF ,,,,,,,,
,,CHARSADDA ,,,,,,,,
,,ROAD.,,,,,,,,
,,-,016020504,-,, 214, 214,,,
,,-,016020505,-,, 177, 177,,,
,,-,016020506,-,, 125, 125,,,
,,,,,, 997 , 997 ,,,
 50 ,GOVERNMENT BLIND ,UC-9 SIKANDER ,016030104,-, 2,, 2, 2,, 2
,INSTITUTE GT ROAD BILAL ,TOWN BLIND ,,,,,,,,
,TOWN (MALE),INSTITUE ,,,,,,,,
,,COMMERCE ,,,,,,,,
,,COLLEGE BILAL ,,,,,,,,
,,TOWN ,,,,,,,,
,,MOHALLAH ,,,,,,,,
,,DARU S SALAM ,,,,,,,,
,,PICO COLONY ,,,,,,,,
,,PAKISTAN ,,,,,,,,
,,FLOUR MILLS ,,,,,,,,
,,SIKANDAR ,,,,,,,,
,,TOWN NEW ,,,,,,,,
,,FRUIT MANDI ,,,,,,,,
,,GT ROAD,,,,,,,,
,,-,016030103,-, 188,, 188,,,
,,-,016030102,-, 602,, 602,,,
,,,,, 792 ,, 792 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 28 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 51 ,GOVERNMENT COLLEGE BILAL ,UC-9 SIKANDER ,016030104,-,, 271, 271,, 2, 2
,TOWN (FEMALE),TOWN BLIND ,,,,,,,,
,,INSTITUE ,,,,,,,,
,,COMMERCE ,,,,,,,,
,,COLLEGE BILAL ,,,,,,,,
,,TOWN ,,,,,,,,
,,MOHALLAH ,,,,,,,,
,,DARU S SALAM ,,,,,,,,
,,PICO COLONY ,,,,,,,,
,,PAKISTAN ,,,,,,,,
,,FLOUR MILLS ,,,,,,,,
,,SIKANDAR ,,,,,,,,
,,TOWN NEW ,,,,,,,,
,,FRUIT MANDI ,,,,,,,,
,,GT ROAD,,,,,,,,
,,-,016030103,-,, 133, 133,,,
,,-,016030102,-,, 502, 502,,,
,,,,,, 906 , 906 ,,,
 52 ,POLY TECHNICAL TRAINING ,UC-9 SIKANDER ,016030101,-, 760,, 760, 4,, 4
,CENTRE GUL BAHAR (MALE),TOWN- AZEEM ,,,,,,,,
,,GOLD ,,,,,,,,
,,STORAGE G.T ,,,,,,,,
,,ROAD CENSUS ,,,,,,,,
,,OFFICE ,,,,,,,,
,,NISHTERABAD ,,,,,,,,
,,FOREST ,,,,,,,,
,,OFFICE ,,,,,,,,
,,ALLAMA ADEEB ,,,,,,,,
,,ROAD MAKRI ,,,,,,,,
,,GADOWN ,,,,,,,,
,,IMAMIA ,,,,,,,,
,,COLONY G.T.S ,,,,,,,,
,,WORKSHOP ,,,,,,,,
,,MAIN OFFICE ,,,,,,,,
,,G.T.S SADIQUE ,,,,,,,,
,,COLONY G.T ,,,,,,,,
,,ROAD RAEES ,,,,,,,,
,,HOTEL FAZAL ,,,,,,,,
,,ABAD.,,,,,,,,
,,-,016030103,-, 555,, 555,,,
,,-,016030106,-, 542,, 542,,,
,,,,, 1857 ,, 1857 ,,,
CONSTITUENCY : NA-1   PESHAWAR-I,Page 29 of 98,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11
 53 ,GOVERNMENT GIRLS SCHOOL ,UC-9 SIKANDER ,016030101,-,, 614, 614,, 3, 3
,NISHTER ABAD (FEMALE),TOWN- AZEEM ,,,,,,,,
,,GOLD ,,,,,,,,
,,STORAGE G.T ,,,,,,,,
,,ROAD CENSUS ,,,,,,,,
,,OFFICE ,,,,,,,,
,,NISHTERABAD ,,,,,,,,
,,FOREST ,,,,,,,,
,,OFFICE ,,,,,,,,
,,ALLAMA ADEEB ,,,,,,,,
,,ROAD MAKRI ,,,,,,,,
,,GADOWN ,,,,,,,,
,,IMAMIA ,,,,,,,,
,,COLONY G.T.S ,,,,,,,,
,,WORKSHOP ,,,,,,,,
,,MAIN OFFICE ,,,,,,,,
,,G.T.S SADIQUE ,,,,,,,,
,,COLONY G.T ,,,,,,,,
,,ROAD RAEES ,,,,,,,,
,,HOTEL FAZAL ,,,,,,,,
,,ABAD.,,,,,,,,
,,-,016030105,-,, 438, 438,,,
,,-,016030106,-,, 346, 346,,,
,,,,,, 1398 , 1398 ,,,
